api_featured_image,brand,category,currency,description,id,name,price,price_sign,product_api_url,product_link,product_type,website_link,product_colors/colour_name,product_colors/hex_value,no_talc,sugar_free,peanut_free_product,cruelty_free,silicone_free,gluten_free,chemical_free,dairy_free,water_free,hypoallergenic,vegan,ecocert,purpicks,non_gmo,certclean,ewg_verified,oil_free,alcohol_free,canadian,organic,usda_organic,fair_trade,natural,ingredients
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/874/original/open-uri20171224-4-14udrjs?1514082454,nyx,,USD,,874,Jumbo Lip Pencil,4.5,$,http://makeup-api.herokuapp.com/api/v1/products/874.json,https://www.nyxcosmetics.com/jumbo-lip-pencil/NYX_003.html?cgid=lip-liner,lip_liner,https://www.nyxcosmetics.com,Iris;Pink Nude;Deep Red;Plush Red;Hot Red;Iced Coffee;Rose Brown;Irish Coffee;Pink Brown;Honey Nectar;Chaos;Pecan;Hera;Burgundy;Maroon,#F6B4C2;#F3B8A8;#AA1532;#D41C36;#C02922;#D28A72;#E9B5A7;#FFAB87;#FFA68B;#E47F85;#F75C7E;#CD737C;#EF5E97;#8E1B38;#91232C,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"ceresin wax, microcrystalline wax, polyethylene wax, beeswax, squalane, hydrogenated resin, hydrogenated styrene, ethylhexyl palmitate, mineral oils, isopropyl myristate, polyisobutene, butlated hydroxy anisole, propyl paraben, mica, titanium dioxide, c.i.77491, c.i.15850, pearl powder."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/873/original/open-uri20171224-4-1r5y1g1?1514082422,nyx,lipstick,USD,"A match made in makeup heaven! Our new In Your Element Lipstick Earth collection pairs perfectly with our nature-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from deep metallic copper, to glossy, deep berry and matte brown. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click.",873,In Your Element Lipstick - Earth,9.0,$,http://makeup-api.herokuapp.com/api/v1/products/873.json,https://www.nyxcosmetics.com/in-your-element-lipstick-earth/NYX_557.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,Metallic Copper;Glossy Wine;Matte Warm Brown,#902E2B;#57273F;#512D2D,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"octyldodecanol, bis-diglyceryl polyacyladipate-2, ethylhexyl palmitate, paraffin, pentaerythrityl tetraisostearate, polyisobutene, cera microcristallina, sunflowerseedwax, aluminum hydroxide, rhusvernicifluapeelwax, butyrospermum parkii butter, alumina, aluminum benzoate, shorea robusta resin, bht, tocopherol, tocopheryl acetate, ascorbyl palmitate, phenoxyethanol"
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/872/original/open-uri20171224-4-193brnk?1514082418,nyx,lipstick,USD,"Treat your lips to a kiss of smooth, creamy color with our irresistible Butter Lipsticks in 12 new luscious shades. The formula’s delicate satin texture fused with highly saturated color delivers full-yet-lightweight coverage with a luxurious satin finish.",872,Butter Lipstick,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/872.json,https://www.nyxcosmetics.com/butter-lipstick/NYX_120.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,Summer Fruits;Seashell;Midnight Swim;Thunderstorm;Moonlit Night;Block Party;Ripe Berry;Root Beer Float;Afternoon Heat;Lifeguard;Fire Brick;Firecracker;Pink Bikini;Heat Wave;Scorching Sun;Neon Lights;Bonfire;Shooting Star;Easy Livin;West Coast;Sandy Kiss;Snack Shack;Sandcastle;Hot Nights;Smormellow;Boardwalk;Tan Lines;Vacation Spot;Snowcone;Staycation;Beach BBQ;Fruit Punch;Sweet Shock;Daydreaming,#FD9A95;#FD9B92;#C36A8A;#8E215A;#66071D;#531522;#A13F3C;#CE6B65;#B90508;#AE2304;#D30A1A;#EF2438;#FD869A;#F32637;#F72E12;#FC4130;#FF421C;#FF9065;#FE8C72;#FF9387;#FF9D84;#C5735D;#FEA07C;#FF4F83;#FDB494;#F59E83;#C37E61;#895B41;#FE7295;#F84656;#F84563;#F04B69;#EA3B96;#B66F99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"ricinus communis  seed oil, polyglyceryl-3 diisostearate, diisostearyl malate, pentaerythrityl tetraisostearate, bis-diglyceryl polyacyladipate-2, octyldodecanol, caprylic, oleyl alcohol, euphorbia cerifera  wax/candelilla cera, polyethylene, ceresin, microcrystalline wax/cera microcristallina, tocopheryl acetate, bha, butylphenyl methylpropional, amyl cinnamal, benzyl alcohol, benzyl benzoate, benzyl salicylate, citral, citronellol, eugenol, geraniol, hexyl cinnamal, limonene, linalool, fragrance"
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/871/original/open-uri20171224-4-qu6f92?1514082411,nyx,lipstick,USD,"Extra Creamy Round Lipstick is our classic lipstick for all occasions. The mineral-based emollient formula offers a beautiful velvet texture, saturated color and it resists wear and smudging. It’s your go-to lipstick. From Pure Nude to Pink Lyric to Chic Red, Round Lipstick is available in a jaw-dropping variety of shades.",871,Extra Creamy Round Lipstick,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/871.json,https://www.nyxcosmetics.com/extra-creamy-round-lipstick/NYX_006.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,Milan;Athena;Lip Du Jour;Paris;Sky Pink;Rose Bud;Flower;Vitamin;Indian Pink;Chic;Stella;Margarita;Baby Pink;Paparazzi;Pink Lyric;Hot Pink;Christie;Rose Bouquet;Gem;Watermelon;Blush;Fig;Tea Rose;Sash;Louisiana;Spell Bound;Gardenia;Haute Couture;Shiva;Eucalyptus;Chloe;Fusion;Peach;Minimalism;Harmonica;Heather;Doll;Thalia;Perfect;B52;Lala;Power;Castle;Pandora;Violet Ray;Marrakesh Pink;Medusa;Bruised;Hestia;Hero;Black Cherry;Hope;Topaz;Hebe;Snow White;Electra;Strawberry Milk;Chaos;Chic Red;Fire;Eros;Rose;NYX;Haute Melon;Femme;Peach Bellini;Orange Soda;Jupiter;Pure Nude;Pumpkin Pie;Iris;Uberchic;Frosted Flakes;Echo;Circe;Honey;Galaxy;Rea;Gala;Summer Love;Darling;Frappucino;Heredes;Mars;Cocoa;Narcissus,#CD787B;#F3CFCF;#F5C3C6;#FF7C86;#FEBDC1;#FD9CA7;#FD93A9;#F9AC9C;#FC978D;#FAA19D;#FDA09B;#FD9491;#F2D0E0;#F1757F;#FF5E8F;#FF4986;#F7BAC1;#FD829E;#D3748C;#FDA290;#E37880;#E36974;#E07C7C;#F7D0C9;#FF607C;#FB5468;#FB7D92;#EA6C82;#F26198;#F66493;#F8639D;#ED6FAE;#DA7C7C;#CA787A;#FBCDD0;#F09292;#DC6271;#C78376;#C88471;#D2736F;#BF6E7F;#C3A4B6;#E2AED4;#CE86B6;#C14E6D;#FFC5B9;#AD4B72;#4D182A;#891A0F;#9D181D;#7B1427;#DF726F;#EC8681;#F25C67;#BF1F11;#D40F18;#F7C9CB;#D50326;#E70F50;#F1232D;#EF1C07;#FE7C84;#FFA181;#FF5B38;#FD5A49;#FC927C;#FEAE89;#F9C3C1;#E89D7E;#D49377;#F9C2AE;#F2E2C0;#F0D9BA;#DEA588;#E2A589;#E0A789;#D2B4AA;#D39E7F;#F9CABA;#FDC0AD;#F69D99;#D3856F;#CE7A62;#CE886F;#CB7C6B;#FFBFCD,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"diisostearyl malate, bis-diglyceryl polyacyladipate-2, polyglyceryl-2 triisostearate, octyldodecanol, isostearyl isostearate, ethylhexyl palmitate, euphorbia cerifera  wax, euphorbia cerifera  wax, ceresin, beeswax, polyisobutene, polyethylene, copernicia cerifera  wax, microcrystalline wax/cera microcristallina, tocopheryl acetate, bha, limonene, fragrance"
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/870/original/open-uri20171224-4-1x4oohd?1514082406,nyx,lipstick,USD,"Load your lips with plush, pigment-rich color choosing from 12 brand new shades of Matte Lipstick—our shockingly smooth lip color that glides right on and stays in place with a silky matte finish that never feels dry. Now available in a range of fresh new hues, these playful pops of color are just what your spring wardrobe needs!",870,Matte Lipstick,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/870.json,https://www.nyxcosmetics.com/matte-lipstick/NYX_005.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,Hippie Chic;Pale Pink;Up The Bass;Dark Era;Aria;Siren;Goal Digger;Honeymoon;Tea Rose;Natural;Whipped Caviar;Euro Trash;Audrey;Sierra;Strawberry Daiquiri;Crazed;Angel;Merlot;Alabama;Eden;Bloody Mary;Perfect Red;Pure Red;Summer Breeze;Street Cred;Crave;Indie Flick;Nude;Spirit;Temptress;Couture;Forbidden;Daydream;Shy;Girl Crush;Bare With Me;Minx;Butter;Sable;Maison;Shocking Pink;Sweet Pink;Zen Orchid;Ultra Dare;Haze,#FFAAA1;#FFB1B1;#7E5F71;#7D2D30;#882A5E;#802A35;#573438;#B67B6D;#F48898;#ED8D99;#F497A2;#FDA099;#FF96A6;#FB6E64;#FF8883;#94382D;#FF7D93;#E75268;#DC453A;#F43847;#FD4068;#E92A2F;#FF3F4C;#FF93B9;#F78493;#FF5864;#FF584C;#FEB19F;#FFB0A6;#FFAAA3;#FFB0AC;#FDB79E;#FFA899;#FBBC9D;#FF73A3;#EEA690;#AA8771;#DCAF98;#E7B092;#B27A61;#FF7CC4;#FE73AE;#B97BBE;#737E82;#7B7B7B,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"bis-diglyceryl polyacyladipate-2, ethylhexyl palmitate, isopropyl palmitate, octyldodecanol, oleyl alcohol, euphorbia cerifera  wax/candelilla cera, beeswax, hydrogenated microcrystalline wax, isostearyl isostearate, polyisobutene, ozokerite, polyethylene, copernicia cerifera  wax, tocopheryl acetate, tocopherol, hydrogenated palm glycerides citrate, alumina, barium sulfate, bht, fragrance"
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/869/original/open-uri20171224-4-13sob9z?1514082404,nyx,lipstick,USD,Pucker up—your lips are in for a treat! Our new Pro Lip Cream Palettes feature six expertly coordinated color combinations of intensely pigmented lip creams. Wear each shade alone or blend ’em all together for a totally customized look!,869,Pro Lip Cream Palette,12.0,$,http://makeup-api.herokuapp.com/api/v1/products/869.json,https://www.nyxcosmetics.com/pro-lip-cream-palette/NYX_321.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,The Nudes;The Pinks;The Reds;The Plums,#B76C4C;#CD5C56;#C21A17;#99242C,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"ethylhexyl palmitate, octyldodecanol, polybutene, bis-diglyceryl polyacyladipate-2, isostearyl isostearate, polyglyceryl-2 triisostearate, polymethyl methacrylate, hydrogenated microcrystalline wax, copernicia cerifera  wax, diisostearyl malate, ozokerite, beeswax, silica, polyethylene, octyldodecyl stearoyl stearate, euphorbia cerifera  wax/candelilla cera, tocopheryl acetate, alumina, bht, aluminum hydroxide, aluminum benzoate, barium sulfate ."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/868/original/open-uri20171224-4-i4duyu?1514082402,nyx,lipstick,USD,"It’s the color addict’s ultimate fix and a makeup artist’s dream: Our new waterproof Full Throttle Lipstick covers your lips with super-saturated matte color and features a unique bullet with a beveled edge for lining, filling and perfecting your pout to your heart’s desire.",868,Full Throttle Lipstick,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/868.json,https://www.nyxcosmetics.com/full-throttle-lipstick/NYX_312.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,Lethal Kiss;Trickster;Sidekick;Kiss The Dust;Locked;Loaded;Night Crawler;Con Artist;Up The Bass;Sandman;Firestorm;Jolt,#F84B8B;#BA5591;#E89782;#BB745E;#9D2D43;#753529;#6D2F46;#87372E;#C1120D;#9B3C2A;#DE3228;#EC5039,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"isododecane, cyclopentasiloxane, euphorbia cerifera  wax/candelilla cera, trimethylsiloxysilicate, caprylic, phenyl trimethicone, ozokerite, beeswax, barium sulfate, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, phenoxyethanol, fragrance, hexyl cinnamal, hydroxycitronellal, linalool."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/866/original/open-uri20171224-4-9fhzot?1514082394,nyx,lipstick,USD,"Dress your lips in decadent color with our Velvet Matte Lipstick--a luxurious new lip color that glides right on and never feels dry. Housed in an elegant soft-touch case, each standout shade is a fashion statement in itself.",866,Velvet Matte Lipstick,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/866.json,https://www.nyxcosmetics.com/velvet-matte-lipstick/NYX_348.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,Effervescent;Miami Nights;Charmed;Duchess;Unicorn Fur;Disorderly;Violet Voltage;Midnight Muse;Volcano;Blood Love;Beach Casual;Soft Femme,#EC737C;#FD227E;#AB5C58;#9C656A;#DB5DA6;#66459C;#894193;#272B58;#8F323D;#C42627;#C69078;#B06C6D,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"octyldodecanol, kaolin, microcrystalline wax/cera microcristallina, isononyl isononanoate, bis-diglyceryl polyacyladipate-2, silica, paraffin, euphorbia cerifera  wax/candelilla cera, aluminum starch octenylsuccinate, beeswax, water, butyrospermum parkii  butter, tocopheryl acetate, alumina, barium sulfate, phenoxyethanol, fragrance"
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/865/original/open-uri20171224-4-1jh734z?1514082393,nyx,lipstick,USD,"Speak volumes with a bold swipe of Turnt Up! Lipstick. Go as soft or get as loud as you like using our wide range of 22 statement-making shades. From chic nudes to deep vampy hues, these lightweight and creamy lippies glide on effortlessly. Leaving lips with a kiss of shine and high-impact color you can count on for an unforgettable look.",865,Turnt Up! Lipstick,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/865.json,https://www.nyxcosmetics.com/turnt-up-lipstick/NYX_395.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,French Kiss;Pink Lady;Wine & Dine;Feline;Dahlia;Burlesque;Hollywood;Rock Star;Free Spirit;Tan-Gerine;Mirage;Flawless;Beam;Stone;Dirty Talk;Rags To Riches;Tiara;Sweet 16;Privileged;Flutter Kisses;Playdate;Twisted,#FEA3A0;#FF9B8F;#980A30;#85242B;#3E1213;#9F0B0B;#CC0607;#EE2E2B;#FE623A;#FFAC8E;#FFBB9E;#F1B18E;#FE958F;#ECAC91;#8A4830;#FF5555;#FE9288;#FF888C;#FE6695;#DB8880;#CA94C5;#A75BA5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"diisostearyl malate, polyglyceryl-2 triisostearate, pentaerythrityl tetraisostearate, bis-diglyceryl polyacyladipate-2, isostearyl isostearate, octyldodecanol, euphorbia cerifera  wax/candelilla cera, ozokerite, caprylic, polyethylene, beeswax, hydrogenated microcrystalline wax, tocopheryl acetate, synthetic fluorphlogopite, bht, fragrance"
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/864/original/open-uri20171224-4-1xq0aej?1514082390,nyx,lipstick,USD,"From polka dots to pointy pumps, nothing compares to the classics. Our personal fave? Ever so creamy lip color, of course! Take yourself back to the signature lip that started it all with our Pin-Up Pout Lipstick. Inspired by the best of vintage beauty, this retro rouge covers lips in extra plush, richly pigmented and absolutely undeniable color. Our throwback lipstick also offers beautiful coverage in an array of 24 swoon-worthy shades.",864,Pin-Up Pout Lipstick,8.0,$,http://makeup-api.herokuapp.com/api/v1/products/864.json,https://www.nyxcosmetics.com/pin-up-pout-lipstick/NYX_399.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,Darling;Opinionated;Revolution;Rebel Soul;Smoke Me;Wisteria;Violet Femme;Flashy;True Vixen;Wild Spirit;Silk;Sophisticated;Dance Party;Corset;Individualistic;Savage;Resistance;Bombshell;Boundless;Almost Famous;Cocktail Hour;Fiery;Lucy;Red Haute,#D8687E;#DF5866;#6F2323;#763637;#9F8995;#984CA6;#7A3169;#743049;#4A2F34;#42306E;#CC846C;#C0745D;#F25491;#BC7969;#9C5949;#6F3027;#8D4749;#D21A50;#C56A65;#A6595F;#A02961;#F14231;#A30305;#930801,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"g997207 ingredients: hydrogenated polyisobutene, polybutene, caprylic, diisostearyl malate, polyethylene, beeswax, bis-diglyceryl polyacyladipate-2, alumina, barium sulfate, copernicia cerifera  wax, tin oxide, calcium sodium borosilicate, ethylhexylglycerin, tocopherol, tocopheryl acetate, phenoxyethanol."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/863/original/open-uri20171224-4-16oiz6q?1514082389,nyx,lipstick,USD,,863,Super Cliquey Matte Lipstick,9.0,$,http://makeup-api.herokuapp.com/api/v1/products/863.json,https://www.nyxcosmetics.com/super-cliquey-matte-lipstick/NYX_451.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,On The DL;Oh So Pretty;Empowered;Dangerous;Obvs;Conform;Serpent;Chain Reaction;Snarky;In The Red;Risktaker;Ruthless,#DB7D64;#EB6669;#934A43;#742332;#9F3E52;#7E4F47;#BF2259;#BF207A;#D53C3E;#BF012D;#A21A2E;#651F77,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"kaolin, methyl methacrylate crosspolymer, octyldodecanol, hydrogenated polyisobutene, isodecyl neopentanoate, isohexadecane, microcrystalline wax/cera microcristallina, bis-behenyl/phytosteryl, aluminum starch octenylsuccinate, synthetic wax, peg-8 beeswax, paraffin, hydrogenated microcrystalline wax/cera microcristallina, aluminum hydroxide, simmondsia chinensis  seed oil, water, aluminum benzoate, bht, tocopherol, tocopheryl acetate, phenoxyethanol, barium sulfate ."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/862/original/open-uri20171224-4-zsba91?1514082381,nyx,lipstick,USD,"Pucker up and powder your pout! Featuring a pillowy cushion-applicator, our new Powder Puff Lippie Powder Lip Cream goes on mousse-y and sets to a powdery soft finish. Achieve a flush of color in eight vibrant shades—from warm peach to true red, and hot pink to cool plum—for an irresistible, just-kissed look.",862,Powder Puff Lippie Powder Lip Cream,8.5,$,http://makeup-api.herokuapp.com/api/v1/products/862.json,https://www.nyxcosmetics.com/powder-puff-lippie-powder-lip-cream/NYX_586.html?cgid=lipstick,lipstick,https://www.nyxcosmetics.com,Cool Intentions;Puppy Love;Group Love;Squad Goals;Teenage Dream;Pop Quiz;Moody;Best Buds,#864B45;#D9484D;#98020D;#A65156;#BD2266;#682826;#874755;#C06465,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"dimethicone, bis-diglyceryl polyacyladipate-2, hydrogenated polyisobutene, aluminum starch octenylsuccinate, dimethicone, water, rosa canina fruit oil, glycerin, alumina, aluminum benzoate, aluminum hydroxide, caprylyl glycol, tocopherol, tocopheryl acetate, ascorbyl palmitate, barium sulfate, phenoxyethanol, fragrance"
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/861/original/open-uri20171224-4-1s2vu19?1514082377,nyx,lip_gloss,USD,"Lavish your pout with extraordinary shine and a hint of brilliant color with our new Lip Lustre Glossy Lip Tint! Silky smooth with a lightweight finish, this revolutionary formula glides on a gloss and adjusts to a gorgeous tint that lasts. (Yep, it’s amazing.)",861,Lip Lustre Glossy Lip Tint,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/861.json,https://www.nyxcosmetics.com/lip-lustre-glossy-lip-tint/NYX_362.html?cgid=lipgloss,lipstick,https://www.nyxcosmetics.com,Rustic Mirage;Antique Romance;Violet Glass;Dark Magic;Liquid Plum;Euphoric;Retro Socialite;Love Letter;Mystic Gypsy;Lovetopia;Ruby Couture;Juicy Peach,#C2696F;#D1506E;#9F43B2;#593C7C;#A04858;#F45D92;#E62E86;#FF383B;#FE293D;#F5273E;#D9544B;#FF643D,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"water, polybutene, polyglyceryl-3 diisostearate, octyldodecanol, caprylic, isononyl isononanoate, octyldodecyl stearoyl stearate, butylene glycol, dimethicone, trimethylsiloxyphenyl dimethicone, diisostearyl malate, silica dimethyl silylate [nano], beeswax, glycerin, alumina, aluminum hydroxide, barium sulfate, caprylyl glycol, phenoxyethanol, fragrance"
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/860/original/open-uri20171224-4-1cgu3rl?1514082374,nyx,lip_gloss,USD,"Intense, multidimensional color collides with the glistening effect of gloss for out-of-this world lips like you’ve never seen before. Now available in six more nude-based shades—from champagne gold and pink to a gorgeous deep brown laced with blue shimmer—our creamy-smooth Cosmic Metals Lip Cream covers your lips in lustrous color and a dazzling metallic finish that feels and looks like a gloss.",860,Cosmic Metals Lip Cream,7.5,$,http://makeup-api.herokuapp.com/api/v1/products/860.json,https://www.nyxcosmetics.com/cosmic-metals-lip-cream/NYX_343.html?cgid=lipgloss,lipstick,https://www.nyxcosmetics.com,Fuchsia Fusion;Crystalized Metal;Celestial Star;Speed Of Light;Metropolitan Night;Celestial;Retro Harmony;Galactic Love;Elite;Galactic;Solar Energy;Out Of This World;Extraterrestrial;Electromagnetic;Comets Tail;Dark Nebula;Asteroid Aura;Ultraviolet,#F4267B;#CC7C7F;#3750A4;#F08C72;#D29F82;#D69A76;#C99379;#9D5D44;#824F4B;#747378;#FD633D;#03A373;#747354;#029BA1;#0090C7;#166DA3;#B145AA;#894DA5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"polybutene, hydrogenated polyisobutene, diisostearyl malate, calcium aluminum borosilicate, silica dimethyl silylate [nano], tocopheryl acetate, water, alumina, talc, tin oxide, silica, sodium chloride, aluminum hydroxide, aluminum benzoate, caprylyl glycol, phenoxyethanol."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/859/original/open-uri20171224-4-1jzc6ty?1514082372,nyx,lip_gloss,USD,"Drench your kiss in knockout color! A stroke of Epic Ink Lip Dye coats lips with a downright dramatic stain. Super-saturated and lightweight, our formula dries to a Matte finish. This stunning lip dye is an absolute makeup bag must-have. Rock it alone for an effortlessly vibrant look. Or give your favorite lippies a boost by wearing it under a similar shade!",859,Epic Ink Lip Dye,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/859.json,https://www.nyxcosmetics.com/epic-ink-lip-dye/NYX_397.html?cgid=lipgloss,lipstick,https://www.nyxcosmetics.com,Poised;Blazed;Invasion;Revolt;Fresh;Slay;Wizardry;Charmer;Heartbreaker;Obsessed;Victorian;Nightrunner,#C20201;#B60E0E;#572316;#E9361F;#8E1325;#710906;#69131C;#AF0A2C;#AF0C45;#7A1B53;#7B1B40;#4C091A,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"water, talc, glycerin, ethylhexyl stearate, sorbitan oleate, isohexadecane, sodium acrylate, disodium edta, xanthan gum, ethylhexylglycerin, polysorbate 80, phenoxyethanol."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/858/original/open-uri20171224-4-7z9c9k?1514082356,nyx,lip_gloss,USD,"Strictly Vinyl Lip Gloss is music to our lips! Available in eight plush and pigment packed shades, this beyond glossy lippie is no one-hit wonder. Hardcore color and intense shine is always just a few swipes away.",858,Strictly Vinyl Lip Gloss,8.0,$,http://makeup-api.herokuapp.com/api/v1/products/858.json,https://www.nyxcosmetics.com/strictly-vinyl-lip-gloss/NYX_592.html?cgid=lipgloss,lipstick,https://www.nyxcosmetics.com,Sugar Mama;Bombshell;Baby Doll;Bad Girl;Night Walker;Rebel;Bad Seed;Femme Fatale,#7F4531;#733B2E;#603838;#670C13;#512C33;#1A1929;#071C13;#201913,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"polybutene, caprylic, diisostearyl malate, silica silylate, water, glycerin, sodium chloride, alumina, aluminum benzoate, aluminum hydroxide, ethylhexylglycerin, bht, barium sulfate, phenoxyethanol."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/857/original/open-uri20171224-4-4k5tpf?1514082354,nyx,lip_gloss,USD,"Want totally mesmerizing lips? Then chrome and get ’em with our brand-new Duo Chromatic Lip Gloss loaded with pearls. These lippies deliver awesome shine, a hint of color and an intense, 3-D finish. Each lightweight shade slips onto your lips smoothly without feeling sticky. Swipe them on alone or over any lipstick for an unforgettable effect.",857,Duo Chromatic Lip Gloss,8.0,$,http://makeup-api.herokuapp.com/api/v1/products/857.json,https://www.nyxcosmetics.com/duo-chromatic-lip-gloss/NYX_579.html?cgid=lipgloss,lipstick,https://www.nyxcosmetics.com,The New Normal;Booming;Spring It On;Cocktail Party;Fairplay;Crushing It;Gypsy Dream;Day Club;Lucid;Foam Party,#CAA6A8;#E8BBBE;#DBACA4;#E6B06A;#EFA367;#E0DBD5;#BE9CAD;#A8C0C2;#D3CCB9;#A0C6B9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"hydrogenated polyisobutene, polybutene, paraffinum liquidum/mineral oil, ethylhexyl palmitate, octyldodecanol, synthetic fluorphlogopite, ethylene/ammonium acrylates, silica, calcium sodium borosilicate, tin oxide, water, triethoxycaprylylsilane, silica silylate, alumina, aluminum hydroxide, ethylhexylglycerin, butylene/ethylene/ammonium acrylates, bht, tocopheryl acetate, phenoxyethanol, fragrance, limonene, hexyl cinnamal, benzyl alcohol, barium sulfate ."
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/856/original/open-uri20171224-4-n7nifg?1514082369,nyx,lip_gloss,USD,,856,Slip Tease Full Color Lip Oil,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/856.json,https://www.nyxcosmetics.com/slip-tease-full-color-lip-oil/NYX_444.html?cgid=lipgloss,lipstick,https://www.nyxcosmetics.com,I Woke Up Like This;Entice;Red Queen;Breezy;Coy;Bang Bang;Baecation;Fatal Attraction;Feisty;Lowkey;Fire Dancer;Beyond Basic,#D7978E;#B98180;#D3212F;#FF6964;#D87884;#8B4B4C;#FF56A8;#B73E8D;#974AB4;#BD6A66;#921736;#A1745D,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"isododecane, pentaerythrityl tetraisostearate, dimethicone, phenyl trimethicone, polymethylsilsesquioxane, disteardimonium hectorite, dimethicone, methyl methacrylate crosspolymer, hydrogenated styrene/hydrogented styrene, rosa canina fruit oil, vitis vinifera  seed oil, simmondsia chinensis  seed oil, prunus amygdalus dulcis  oil, c20-40 alcohols, alumina, aluminum benzoate, aluminum hydroxide, alcohol denat., caprylyl glycol, persea gratissima  oil, ethylhexylglycerin, polyethylene, bht, tocopheryl acetate, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, phenoxyethanol, barium sulfate ."
