api_featured_image,brand,category,currency,description,id,name,price,price_sign,product_api_url,product_link,product_type,website_link,product_colors/colour_name,product_colors/hex_value,no_talc,sugar_free,peanut_free_product,cruelty_free,silicone_free,gluten_free,chemical_free,dairy_free,water_free,hypoallergenic,vegan,ecocert,purpicks,non_gmo,certclean,ewg_verified,oil_free,alcohol_free,canadian,organic,usda_organic,fair_trade,natural
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/038/original/open-uri20180630-4-xhqdne?1530390385,sally b's skin yummies,,USD,"Let your eyes naturally pop with our B Smudged, a subtle eye color that adds a tint of color to the base of your lashes. An organic, cream eye color, B Smudged eliminates the inevitable uneven line from traditional eyeliners, and does not require expert blending techniques of messy, powder-based shadows. Simply 'smudge' along lash line for color that stays in place for a long lasting look.",1038,B Smudged,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1038.json,https://www.purpicks.com/product/sally-bs-skin-yummies-b-smudged/,eyeshadow,https://purpicks.com/,B smudged,#485376,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/037/original/open-uri20180630-4-1fa1p2f?1530390384,sally b's skin yummies,lip_gloss,USD,"Intensify your natural lip color with Sally B's B Glossy Lip Gloss, an organic lip gloss that adds a silky smooth hint of color and shimmer to lips. Formulated with 98% certified organic, moisture-rich ingredients our B Glossy Lip Gloss works to enrich lip health for lips that feel good and look even better.",1037,B Glossy Lip Gloss,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1037.json,https://www.purpicks.com/product/sally-bs-skin-yummies-b-glossy-lip-gloss/,lipstick,https://purpicks.com/,Every Blonde's Pink;Primrose;Soft Kiss;Ruby's Red;Copper Penny;Sweet Plum,#BF5D7F;#D84945;#E1A2A0;#B82F42;#BE5F37;#8F4636,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/036/original/open-uri20180630-4-ign3hh?1530390384,rejuva minerals,,USD,"Our Multi Purpose Pressed Powders may be used for blush or eye shadow. Blended with antioxidants from Certified Organic Fruits, Berries &amp; Botanicals*. Made without any gluten containing ingredients. Mica free Pink Parfait and Papaya will offer a natural, ultra sheer semi-matte finish. The petals from beautiful crushed red roses that are found in Pink Parfait, are valued for their natural color and delightful aroma that they provide! Acai Berry will offer a natural, ultra sheer satin finish (mica added). VEGAN. Image one is Pink Parfait. Image two is Papaya, and image three is Acai Berry. Model in image four is wearing Papaya. Model in image five is wearing Acai Berry. To see a demonstration of Papaya, click on the video and fast forward to 3:44. Enjoy! This product is EWG VERIFIED&#x2122; and rated 'CLEAN'in the Think Dirty app! BPA and Phthalate free packaging. Plastic parts of compacts are recyclable. *Tiny flecks of fruit and botanical particles may be visible in powder. Pink Parfait and Papaya are Titanium Dioxide and Mica free. Net Weight: 2.8 gm.",1036,Multi Purpose Powder - Blush & Eye,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1036.json,https://www.purpicks.com/product/rejuva-minerals-multi-purpose-powder-blush-eye/,eyeshadow,https://purpicks.com/,Pink Parfait;Papaya;Acai Berry,#E1BFC0;#D7A7A3;#E6C3CB,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/035/original/open-uri20180630-4-n6wb0y?1530390383,rejuva minerals,powder,USD,"Our Multi Purpose Pressed Powders may be used for blush or eye shadow. Blended with antioxidants from Certified Organic Fruits, Berries &amp; Botanicals*. Made without any gluten containing ingredients. Mica free Pink Parfait and Papaya will offer a natural, ultra sheer semi-matte finish. The petals from beautiful crushed red roses that are found in Pink Parfait, are valued for their natural color and delightful aroma that they provide! Acai Berry will offer a natural, ultra sheer satin finish (mica added). VEGAN. Image one is Pink Parfait. Image two is Papaya, and image three is Acai Berry. Model in image four is wearing Papaya. Model in image five is wearing Acai Berry. To see a demonstration of Papaya, click on the video and fast forward to 3:44. Enjoy! This product is EWG VERIFIED&#x2122; and rated 'CLEAN'in the Think Dirty app! BPA and Phthalate free packaging. Plastic parts of compacts are recyclable. *Tiny flecks of fruit and botanical particles may be visible in powder. Pink Parfait and Papaya are Titanium Dioxide and Mica free. Net Weight: 2.8 gm.",1035,Multi Purpose Powder - Blush & Eye,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1035.json,https://www.purpicks.com/product/rejuva-minerals-multi-purpose-powder-blush-eye/,blush,https://purpicks.com/,Pink Parfait;Papaya;Acai Berry,#E1BFC0;#D7A7A3;#E6C3CB,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/034/original/open-uri20180630-4-1n63e1y?1530390382,rejuva minerals,,USD,"Our Multi Purpose Pressed Powders may be used as eye shadow, brow powder, eye liner, or for highlighting. Blended with antioxidants from Certified Organic Fruits, Berries &amp; Botanicals*. No gluten derived ingredients. VEGAN. All shades will offer a semi-matte finish, with the exception of White Diamond. White Diamond will offer a shimmery finish. Image one shows shade in Iris. This product is EWG VERIFIED&#x2122; and rated 'CLEAN' in the Think Dirty app! BPA and Phthalate free packaging. Plastic parts of compacts are recyclable.",1034,Multi Purpose Powder - Eye Shadow & Face,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1034.json,https://www.purpicks.com/product/rejuva-minerals-multi-purpose-powder-eye-shadow-face/,eyeshadow,https://purpicks.com/,White Diamond;Tropical Sunset;Moonless Night;Mocha Latte;Iris;Brazillian Brown;Beach Bum,#F7F8F3;#E8B49B;#292627;#A17E69;#8C666E;#615349;#F7DEC4,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/033/original/open-uri20180630-4-1mibdm?1530390382,rejuva minerals,powder,USD,"Coconut Cream - Warm Undertones (yellow) Light Shade. May also be used as a highlighting shade! About our pressed foundations:<ul><li>Provides a silky smooth, natural 'semi-matte' finish</li><li>All skin types</li><li>Will not dry out skin (apply light moisturizer underneath for best results)</li><li>Resists caking and settling in lines and pores</li><li>Layers to provide a light-medium (buildable) coverage</li><li>Eco-friendly, biodegradable compact</li><li>Colored with minerals and enhanced with organic fruits and botanicals</li><li>Infused with conditioning organic jojoba oil</li><li>Formulated without common skin irritants.</li></ul>",1033,Pressed Powder Foundation,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1033.json,https://www.purpicks.com/product/rejuva-minerals-multi-purpose-powder-eye-shadow-face/,foundation,https://purpicks.com/,Coconut Cream;Dune;Glow;Nude;Radiance;Sand;Sea Shell;Taffy;Bahama Mama;St Tropez,#FBE9CD;#E6B588;#EBC8A0;#F8E3D5;#D8B39B;#E7CDBA;#F1C4A8;#D1B594;#9C7248;#DDA983,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/032/original/open-uri20180630-4-1bl3btv?1530390381,rejuva minerals,powder,USD,"Caribbean is a multi-purpose shade that is suitable for medium-tan skin tones. This shade may be used as a bronzer, or as a contour shade. <ul><li>Our bronzer has been enhanced with Fruits, Botanicals and Clays for their natural color, fragrance and antioxidant benefits!</li><li>Blended with Certified Organics Fruits and Botanicals</li><li>Formulated with common skin irritants.</li><li>Our bronzer will offer a natural “ultra sheer” semi-matte finish.</li><li>Made without any gluten containing ingredients</li><li>VEGAN!</li><li>Eco Friendly jars!</li></ul>",1032,Bronzer - loose,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1032.json,https://www.purpicks.com/product/rejuva-minerals-bronzer-caribbean/,bronzer,https://purpicks.com/,Caribbean,#A37948,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/031/original/open-uri20180630-4-1axfay6?1530390380,rejuva minerals,powder,USD,"Our bronzer has been enhanced with Fruits, Botanicals and Clays for their natural color, fragrance and antioxidant benefits! Blended with Certified Organics Fruits and Botanicals Formulated with common skin irritants. Our bronzer will offer a natural 'ultra sheer' semi-matte finish. Made without any gluten containing ingredients VEGAN! Eco Friendly jars!",1031,Bronzer - pressed,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1031.json,https://www.purpicks.com/product/rejuva-bronzer-light/,bronzer,https://purpicks.com/,St Tropez;Bahama Mama,#DDA983;#9C7248,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/030/original/open-uri20180630-4-ucbwbt?1530390380,penny lane organics,lip_gloss,USD,For fuller healthier lips! Long lasting colour! This colour is a good choice for any skin tone. It can be made lighter by wiping some off after application.Please note that our Vitamin E is extracted from non-GMO soy bean oil and therefore is gluten-free.,1030,Lip Gloss,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1030.json,https://www.purpicks.com/product/penny-lane-organics-lip-gloss/,lipstick,https://purpicks.com/,Black Cherry;Fiery Red;Pearl Pink;Pink Shimmer;Sunset Bronze;Sweet Cherry;Tropical Fuschia,#2F1513;#4F1314;#6F2633;#B05665;#783F30;#511617;#8E2432,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/029/original/open-uri20180630-4-1rfkucb?1530390379,nudus,lipstick,USD,"named after my beautiful mum, delicately pink that displays sophistication. a perfect sheer wash of gorgeous colour that brings a new texture to the lip euphoria range. <strong>lipstick benefits</strong> a unique handcrafted lipstick blended with certified organic ingredients. beautifully pigmented with ancient ayurvedic bioactive colour extracts, leaving your lips soft and deliciously hydrated.<strong>key benefits</strong><ul><li>vitamins, A, B, C, D, E and K</li><li>antioxidants, including pomegranate, raspberry and kiwi cold pressed oils</li><li>27 active natural ingredients, helping against environmental stress</li><li>colours made from flowers, fruits, herbs and minerals</li><li>free from parabens, petro-chemicals, lanolin, hydrogenated oils,fd&amp;c and lake dyes, nano-particles, gmo, pesticides and fungicides</li><li>not tested on animals</li><li>gluten free</li></ul>",1029,Amalia,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1029.json,https://www.purpicks.com/product/nudus-amalia/,lipstick,https://purpicks.com/,27 Kisses;Amalia;Revenge;Ruby Rose;Survivor;Viva;Zo Zo;Bitter Sweet;Dirty Diana;Dreamtime;Fairy Tale;Halo;Just Like Jade;Naked;Precious,#7C524F;#884955;#8F1A23;#8B383D;#C83752;#784F5F;#672F57;#9F3D2A;#542A26;#793D48;#BB6E60;#BA8285;#71474E;#AF8475;#D65572,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/028/original/open-uri20180630-4-1u219s0?1530390378,marienatie,powder,USD,A pressed foundation by MarieNatie providing a silky and flawless finish – it provides great coverage and protects skin with SPF 10.  Titanium dioxide acts as an absorbent of oil and jojoba oil helps to cleanse and moisturize the skin.,1028,Pressed Foundation,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1028.json,https://www.purpicks.com/product/marie-natie-pressed-foundation/,foundation,https://purpicks.com/,Ivory;Natural Beige;Sunny Beige;Warm Tan;Tan;Honey;Caramel;Chocolate;Deep Golden,#F8DBC3;#ECBFA3;#FAE3C9;#F3D2B7;#E7C09D;#F4D3B8;#D4AD8C;#D8AD91;#C29F90,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/027/original/open-uri20180630-4-2ii6k2?1530390377,marienatie,,USD,Hypoallergenic shadows that are rich in colour with a lightweight texture.  These MarieNatie shadows are fragrance-free and will stay on all day.   Compact comes with a mini brush that can be stored away.  Titanium dioxide acts as an absorbent of oil and jojoba cleanses and moisturizes the skin.,1027,Pressed Eye Shadow,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1027.json,https://www.purpicks.com/product/marie-natie-pressed-eye-shadow/,eyeshadow,https://purpicks.com/,Blanc;A la mode;Minuit;Mon Amour;Fleur;Soiree;Oro;Cafe;Emerald;Foret;Tres Beau;C'est Bon;Lune,#FDFAF9;#F9F5F2;#464342;#CBDDE3;#E2CED1;#C5BEBA;#DFC99C;#635152;#DADFBF;#A2AA93;#8E6771;#9886A3;#5B739C,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/026/original/open-uri20180630-4-18e9ua7?1530390377,marienatie,powder,USD,Formulated to reduce the appearance of pores while creating a long-lasting natural finish.  This MarieNatie brush protects skin with SPF15.  Sericite mica is great for absorbing oil and won’t clog up pores.  Mica is a natural mineral that helps to enhance the skin tone.,1026,Mineral Blush,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1026.json,https://www.purpicks.com/product/marie-natie-mineral-blush/,blush,https://purpicks.com/,Blushing Apple;Desert Rose,#C97D66;#DF9A84,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/025/original/open-uri20180630-4-yxmmga?1530390376,marienatie,,USD,"Marie Natie Perfect Lash Mascara is made with all natural ingredients that will not only condition your lashes but lengthen and thicken your every lash with every stroke.  Oregano, rosemary and thyme extract are great antioxidants and helps to maintain skin health.  Cinnamon bark extracts helps to fight infection.  Lemon peel extract contains natural healing and soothing properties.",1025,Perfect Lash Mascara,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1025.json,https://www.purpicks.com/product/marie-natie-perfect-lash-mascara/,mascara,https://purpicks.com/,Black,#000000,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/024/original/open-uri20180630-4-13b5ehh?1530390375,marienatie,,USD,"Long-lasting eye colours delivering an instant glam and shimmer.  Silky and soft texture of MarieNatie glides on easily when applied wet or dry.  Magnesium stearate repels water and will help keep your eye shadow on all day and absorb any extra oil.  Kaolin clay will help to purify, soothe different skin types.",1024,Loose Mineral Eyeshadow,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1024.json,https://www.purpicks.com/product/marie-natie-loose-mineral-eyeshadow/,eyeshadow,https://purpicks.com/,Bisque;Rose;Argent;Mauve;Noir;Jade;K aki;Emerald;Oam;Chocolate;Riz Violet;Aubergine;Oro,#D1A390;#E4C2C4;#B0A9AC;#8B5966;#47404A;#CBD0D0;#9F9686;#92A281;#C57F70;#8D6255;#AB9A9E;#808193;#F8DDAE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
